Tract,Population,VAP,Hispanic,Hispanic any race,NH_White,NH_Black,NH_AINA,NH_Asian,NH_NHPI,NH_some_other,NH_2+,CVAP
45075010200,4707,3770,4707,16,1506,3017,101,0,0,0,67,3749
45075010300,6233,4968,6233,41,1696,4275,0,4,0,0,217,4960
45075010400,3453,2866,3453,22,1389,1981,0,0,0,0,61,2864
45075010500,3167,2667,3167,28,1098,1910,0,76,0,0,55,2639
45075010600,4437,3352,4437,0,965,3472,0,0,0,0,0,3352
45075010700,2532,1781,2532,6,695,1822,0,0,0,0,9,1777
45075010800,4344,3374,4344,106,398,3803,0,0,0,0,37,3334
45075010900,9101,6428,9101,861,3186,4673,0,182,0,13,186,6347
45075011000,6207,5177,6207,115,1513,4171,5,223,95,0,85,5095
45075011100,3452,2476,3452,72,191,3162,0,9,0,0,18,2434
45075011200,2545,2365,2545,24,83,2335,0,25,0,5,73,2266
45075011300,2782,2190,2782,37,164,2576,0,0,0,2,3,2152
45075011400,3319,2463,3319,45,954,2320,0,0,0,0,0,2463
45075011500,3617,2806,3617,84,1104,2389,20,0,0,0,20,2759
45075011600,5811,4454,5811,112,3127,2233,0,0,0,23,316,4445
45075011700,4956,3757,4956,38,3262,1503,60,0,0,0,93,3743
45075011800,3794,2961,3794,33,1932,1775,12,0,0,0,42,2961
45075011900,4128,3014,4128,74,2373,1459,86,0,0,0,136,2980
45075012000,3631,3010,3631,27,1621,1756,0,53,0,37,137,3006
45077010100,3319,2741,3319,5,3148,98,0,21,0,0,47,2741
45077010200,4546,3561,4546,95,4380,51,0,0,0,0,20,3536
45077010300,6127,4799,6127,412,5582,35,4,39,0,0,55,4674
45077010401,2018,1674,2018,50,1905,0,0,0,0,0,63,1665
45077010402,5772,4241,5772,65,5187,383,0,48,0,0,89,4199
45077010403,2156,1674,2156,73,2083,0,0,0,0,0,0,1667
45077010501,2708,2259,2708,82,2562,11,18,0,0,0,35,2232
45077010502,3255,2554,3255,108,3018,129,0,0,0,0,0,2554
45077010601,3300,2628,3300,49,3243,8,0,0,0,0,0,2616
45077010602,7342,5488,7342,362,6652,131,179,18,0,0,0,5488
45077010700,3995,3159,3995,132,3531,250,0,27,0,0,55,3153
45077010801,4297,3475,4297,93,3416,685,0,18,0,0,85,3440
45077010802,3825,3122,3825,596,2630,538,0,18,0,0,43,3049
45077010803,4504,3254,4504,307,3426,636,0,23,0,0,112,3185
45077010804,3457,2626,3457,95,2858,385,0,72,0,0,47,2534
45077010901,4843,3744,4843,48,4394,284,0,22,26,0,69,3687
45077010902,6902,5432,6902,186,6028,477,0,205,0,0,6,5329
45077010903,5982,4826,5982,289,5168,466,0,0,0,20,39,4626
45077011001,2869,2323,2869,54,2769,46,0,0,0,0,0,2312
45077011002,6748,5185,6748,58,5710,686,0,23,0,88,183,5185
45077011003,2677,1956,2677,28,2622,19,0,4,0,0,4,1956
45077011101,2896,2211,2896,238,2344,113,17,97,0,0,87,2062
45077011102,7972,7121,7972,506,5387,1229,32,412,0,62,344,6715
45077011103,1342,1039,1342,41,1220,70,0,2,0,0,9,1021
45077011202,5189,5140,5189,139,4262,601,0,104,0,8,75,5130
45077011203,6695,5463,6695,23,5557,481,0,470,0,0,164,5068
45077011204,5435,4990,5435,245,4188,337,56,449,0,0,160,4533
45077011205,3858,3733,3858,178,3022,243,0,352,0,0,63,3379
45079000100,2244,1803,2244,13,358,1770,0,58,0,0,45,1746
45079000200,1620,1337,1620,0,264,1323,0,0,0,0,33,1336
45079000300,2855,2087,2855,390,103,2362,0,0,0,0,0,2074
45079000400,1900,1535,1900,39,570,1240,0,6,0,20,25,1531
45079000500,2220,1453,2220,29,71,2050,0,6,0,0,64,1441
45079000600,2110,1836,2110,53,1375,530,0,57,0,18,77,1759
45079000700,1778,1598,1778,25,1261,417,0,50,0,0,25,1545
45079000900,2411,1640,2411,0,37,2257,16,13,0,0,88,1624
45079001000,3236,2870,3236,66,520,2529,6,37,6,0,72,2752
45079001100,3530,3210,3530,28,1969,1418,0,61,5,0,49,3175
45079001200,1852,1459,1852,100,1580,143,0,0,0,11,18,1459
45079001300,2024,1720,2024,53,382,1545,0,6,0,0,38,1691
45079001600,1522,1427,1522,77,1063,263,0,81,0,17,21,1313
45079002100,2866,2609,2866,76,2375,235,0,78,0,0,102,2527
45079002200,1135,984,1135,5,885,245,0,0,0,0,0,977
45079002300,2180,1662,2180,20,2141,0,0,19,0,0,0,1653
45079002400,3676,2890,3676,137,3175,257,0,85,0,0,22,2759
45079002500,3743,2944,3743,265,3031,270,0,109,0,0,68,2789
45079002602,3026,2554,3026,46,2330,566,0,84,0,0,0,2478
45079002603,3779,3009,3779,0,2081,1480,0,0,0,0,218,2945
45079002604,1527,1151,1527,128,445,925,0,0,0,0,29,1107
45079002700,2861,2687,2861,42,2331,71,0,331,0,0,86,2353
45079002800,6527,6389,6527,185,5108,642,11,405,0,68,108,5961
45079002900,3790,3739,3790,145,2921,347,0,228,7,24,118,3538
45079003000,2627,2537,2627,77,2011,219,0,126,0,0,194,2450
45079003100,1304,1273,1304,30,879,267,18,65,0,28,17,1223
45079010102,9657,7193,9657,831,3793,4636,0,131,0,87,179,6679
45079010103,21490,14871,21490,909,7283,12040,64,578,0,165,451,14607
45079010104,4781,3704,4781,57,2501,1862,9,32,0,267,53,3681
45079010200,5427,4307,5427,322,2634,2405,29,0,0,0,37,4307
45079010304,7624,6132,7624,503,2716,3847,0,271,0,18,269,5720
45079010305,7209,5660,7209,164,4588,2184,0,148,0,0,125,5532
45079010306,12031,8781,12031,240,9954,1269,0,169,0,13,386,8617
45079010307,11767,8077,11767,309,9532,1541,0,127,0,0,258,7896
45079010308,5724,4236,5724,23,3644,1767,75,71,0,0,144,4182
45079010309,9542,7084,9542,566,5161,3332,52,56,0,0,375,7071
45079010403,3709,3141,3709,82,1345,1969,0,13,0,0,300,3108
45079010407,3933,3175,3933,80,579,2913,0,39,0,0,322,3129
45079010408,4439,4206,4439,204,1636,2285,35,29,3,0,247,4092
45079010409,1800,1536,1800,63,349,1328,0,0,0,0,60,1502
45079010410,4083,2856,4083,348,808,2132,0,628,0,0,167,2356
45079010411,3666,3082,3666,264,871,2288,0,41,0,18,184,2982
45079010412,3011,2535,3011,160,801,1933,16,65,0,9,27,2414
45079010413,2162,1772,2162,211,655,1245,0,31,0,0,20,1702
45079010501,1932,1613,1932,102,756,973,0,72,0,0,29,1543
45079010502,1211,753,1211,0,32,1173,0,0,0,0,6,753
45079010600,4160,3182,4160,176,225,3759,0,0,0,0,0,3106
45079010701,2833,1911,2833,164,10,2537,0,119,0,0,3,1792
45079010702,3823,2989,3823,76,286,3288,0,22,0,0,151,2989
45079010703,3272,2641,3272,0,59,3213,0,0,0,0,0,2570
45079010803,2195,1646,2195,168,477,1422,0,86,0,0,42,1568
45079010804,2489,2003,2489,42,113,2334,0,0,0,0,0,2003
45079010805,2698,1903,2698,160,283,2055,0,111,0,0,89,1831
45079010806,1054,1044,1054,20,392,592,9,10,10,0,21,1044
45079010900,2922,1848,2922,78,72,2732,0,16,0,0,24,1795
45079011000,1826,1498,1826,16,111,1699,0,0,0,0,0,1498
45079011101,3254,2653,3254,105,1738,1234,0,53,0,51,73,2636
45079011102,4088,3225,4088,39,3201,806,0,11,0,0,31,3185
45079011201,1938,1466,1938,35,1829,49,0,25,0,0,0,1453
45079011202,3456,2818,3456,60,2754,447,0,169,0,0,26,2698
45079011301,5937,4621,5937,129,4070,1274,62,181,12,0,209,4537
45079011303,5006,3949,5006,71,913,3713,0,230,0,0,79,3757
45079011304,4932,3723,4932,314,578,3354,0,457,0,0,229,3533
45079011305,5597,4156,5597,1307,999,2858,76,100,0,154,103,3513
45079011404,9196,7071,9196,485,1829,6441,0,326,0,10,105,6830
45079011407,4539,3254,4539,615,2436,1209,0,169,6,0,104,3011
45079011411,4068,3290,4068,89,1985,1536,37,280,0,0,141,3221
45079011412,4982,3878,4982,782,1180,2689,30,207,0,0,94,3359
45079011413,8466,6431,8466,277,3236,3686,0,918,83,38,228,6236
45079011414,5668,4552,5668,521,2398,1873,23,442,125,0,286,4475
45079011415,12487,8894,12487,641,4175,6558,0,742,0,0,371,8358
45079011416,14051,10022,14051,1089,4765,7251,29,716,0,0,201,9759
45079011417,8508,6330,8508,378,1840,5247,65,559,0,20,399,6190
45079011418,4099,3159,4099,20,1837,2082,0,77,0,34,49,3141
45079011419,4307,3604,4307,136,1620,2376,14,16,14,52,79,3566
45079011501,11709,11454,11709,2410,5242,2965,0,384,50,0,658,10796
45079011502,3271,2053,3271,751,1814,504,11,14,54,11,112,1987
45079011603,5835,4570,5835,318,4052,1042,0,208,0,140,75,4353
45079011604,5645,4630,5645,186,4820,410,20,117,0,0,92,4630
45079011606,5057,3829,5057,214,1866,2781,0,56,64,7,69,3751
45079011607,4082,3176,4082,388,1286,2209,0,93,0,9,97,2951
45079011608,6298,5068,6298,328,2274,3327,30,126,25,0,188,4928
45079011701,4841,4669,4841,64,2611,1922,0,93,0,13,138,4530
45079011702,3844,3177,3844,81,396,3264,8,0,0,0,95,3144
45079011800,5804,4806,5804,131,509,5079,0,0,0,0,85,4806
45079011901,8539,6086,8539,567,1008,6239,45,124,0,34,522,5813
45079011902,5337,4145,5337,232,2151,2751,0,0,0,21,182,4054
45079012000,5437,4026,5437,58,1587,3740,22,7,0,0,23,4026
45079980100,266,232,266,50,134,27,0,49,0,0,6,179
45081960100,3053,2359,3053,572,2201,268,5,0,0,0,7,2002
45081960201,5509,4146,5509,1086,2463,1868,8,0,0,0,84,3702
45081960202,3976,2843,3976,1309,1417,1250,0,0,0,0,0,2374
45081960300,4835,4085,4835,45,3821,867,8,0,0,0,94,4049
45081960400,2930,2431,2930,125,1929,808,0,0,0,0,68,2353
45083020301,2536,2226,2536,71,1187,1036,0,85,4,0,153,2178
45083020400,1114,840,1114,116,172,806,0,0,0,0,20,824
45083020500,1356,1007,1356,9,74,1273,0,0,0,0,0,985
45083020601,2990,2272,2990,189,1235,1280,0,240,0,9,37,2188
45083020602,1929,1549,1929,151,845,770,6,138,0,0,19,1451
45083020603,2408,1961,2408,217,1228,885,7,71,0,0,0,1919
45083020701,2975,1936,2975,305,508,2138,5,0,0,0,19,1927
45083020702,2261,1728,2261,58,972,1010,0,49,0,88,84,1689
45083020800,1216,761,1216,14,128,1074,0,0,0,0,0,761
45083020900,1325,1084,1325,90,547,658,0,0,0,0,30,1037
45083021001,2612,1731,2612,122,285,2205,0,0,0,0,0,1702
45083021100,3661,2926,3661,155,1311,1964,0,147,0,0,84,2890
45083021200,3299,2773,3299,68,2831,286,22,12,1,0,79,2736
45083021301,2191,1868,2191,112,1224,809,0,14,8,0,24,1807
45083021302,2546,1942,2546,71,2328,31,0,70,0,17,29,1914
45083021303,4753,3897,4753,53,3316,1079,101,64,0,0,140,3859
45083021401,1610,1317,1610,14,1198,315,0,0,0,0,83,1317
45083021402,3804,2989,3804,339,2376,866,0,74,0,0,149,2933
45083021403,3819,2892,3819,860,1748,1032,0,94,0,0,85,2543
45083021500,3346,2648,3346,124,1969,1075,0,118,0,0,60,2577
45083021600,3396,2881,3396,454,1307,1327,13,228,0,0,67,2575
45083021700,4643,3329,4643,1167,1491,1886,0,3,0,0,96,3205
45083021802,6274,5330,6274,967,3432,1714,0,59,0,0,102,4799
45083021803,7431,5587,7431,130,4936,1792,0,369,29,16,159,5453
45083021804,1891,1419,1891,432,940,469,0,28,0,0,22,1176
45083021901,6100,4352,6100,2315,2661,962,6,123,0,0,33,3412
45083021902,9551,7266,9551,1046,5898,2026,0,494,0,0,87,6786
45083022003,4537,3461,4537,302,2989,1147,0,27,0,0,72,3416
45083022004,2757,2090,2757,21,1138,1172,24,386,0,0,16,2047
45083022005,5441,4201,5441,149,3497,1341,11,280,0,0,163,4133
45083022006,3890,3018,3890,117,1681,1978,0,106,0,0,8,2917
45083022007,3852,3018,3852,104,2293,1299,0,85,0,0,71,2964
45083022101,3113,2375,3113,7,2211,741,0,88,0,14,52,2269
45083022102,2151,1804,2151,6,1976,121,5,0,0,0,43,1796
45083022201,4618,3360,4618,57,3334,1023,0,82,0,0,122,3346
45083022202,3727,2936,3727,197,2907,418,0,0,0,0,205,2839
45083022302,5493,4356,5493,453,4659,148,0,143,0,0,90,4105
45083022303,1734,1419,1734,146,1414,150,2,0,0,2,20,1402
45083022304,4233,3458,4233,146,3546,402,0,33,0,16,90,3380
45083022401,6446,5122,6446,43,5497,723,0,121,0,0,62,4956
45083022403,8554,6682,8554,252,6974,967,34,305,0,0,22,6453
45083022404,7422,5345,7422,0,6608,329,0,427,0,0,58,5059
45083022405,4315,3241,4315,110,3761,345,0,48,0,0,51,3115
45083022406,7327,5395,7327,195,5640,965,0,348,0,94,85,5149
45083022500,4048,3253,4048,131,3704,65,1,93,0,0,54,3203
45083022600,3288,2576,3288,236,2753,282,0,17,0,0,0,2531
45083022700,7676,5675,7676,444,6857,262,26,0,13,0,74,5529
45083022801,6793,5040,6793,381,5718,546,23,0,0,0,125,4886
45083022802,7312,5584,7312,264,5782,922,17,4,0,33,290,5356
45083022900,6561,5398,6561,255,4834,1001,0,432,0,0,39,5187
45083023001,9665,7079,9665,478,8215,801,41,81,0,0,49,6997
45083023002,3457,2542,3457,344,2342,527,0,93,0,0,151,2221
45083023101,4541,3275,4541,369,2947,954,0,23,0,7,241,3173
45083023102,6113,4263,6113,913,3243,1629,45,157,0,0,126,4132
45083023201,3736,3055,3736,309,3110,215,0,38,0,16,48,2963
45083023202,4016,3209,4016,357,2855,639,0,68,0,0,97,3021
45083023301,2016,1575,2016,56,1752,141,6,19,0,0,42,1568
45083023302,4692,3631,4692,1227,1695,1610,0,0,0,0,160,3020
45083023401,2300,1784,2300,254,1311,642,0,36,0,0,57,1648
45083023402,4385,3386,4385,29,3973,247,0,42,0,0,94,3335
45083023403,8072,6108,8072,364,6076,1032,0,309,4,0,287,5829
45083023404,8167,6104,8167,674,5757,1147,7,291,7,3,281,5808
45083023405,6435,4577,6435,529,4713,572,0,377,0,0,244,4405
45083023500,5511,4205,5511,176,4882,343,0,0,0,0,110,4088
45083023600,6668,4994,6668,274,4214,2104,0,0,0,0,76,4870
45083023700,4617,3435,4617,288,3825,234,0,0,0,0,270,3319
45083023801,5787,4622,5787,455,4558,739,0,0,0,0,35,4601
45083023802,6057,4954,6057,166,4868,731,8,178,0,0,106,4937
45083023900,5057,3943,5057,106,3966,847,17,0,0,0,121,3918
45085000100,3044,2679,3044,24,618,2371,1,22,0,0,8,2676
45085000201,4816,3700,4816,363,2353,1760,21,50,0,10,259,3568
45085000202,6869,5180,6869,577,3201,2228,0,293,0,0,570,5002
45085000300,4052,2791,4052,183,2830,691,0,37,0,8,303,2749
45085000400,8839,7024,8839,261,3607,4350,0,382,0,0,239,6818
45085000500,2106,1653,2106,183,621,1260,0,0,6,0,36,1622
45085000600,3752,3040,3752,0,1880,1679,79,0,37,0,77,3034
45085000700,4573,2926,4573,755,1031,2753,2,4,0,1,27,2623
45085000800,3683,2908,3683,66,470,3118,0,5,0,0,24,2842
45085000901,4131,3217,4131,277,1309,2240,24,153,0,37,91,3055
45085000902,4079,3079,4079,55,3251,655,33,23,0,0,62,3073
45085001100,4168,2821,4168,316,1114,2682,49,0,7,0,0,2807
45085001300,1628,1316,1628,0,184,1420,0,11,0,0,13,1316
45085001500,1467,1090,1467,7,0,1454,0,0,0,0,6,1090
45085001600,4056,2835,4056,53,242,3743,0,0,0,18,0,2835
45085001701,6874,5162,6874,320,4779,1468,0,114,0,0,193,5092
45085001703,5512,4053,5512,76,3354,1850,14,60,0,0,158,4033
45085001704,5200,4143,5200,246,2519,2226,0,25,0,0,184,4130
45085001801,4021,2973,4021,0,2171,1768,0,42,0,0,40,2950
45085001802,9381,6755,9381,118,3625,5506,0,65,0,0,67,6705
45085001901,6191,4817,6191,229,4286,1336,20,106,0,0,214,4793
45085001902,5095,4057,5095,24,3152,1790,0,26,0,0,103,4057
45085002000,3220,2693,3220,92,1622,1409,0,49,0,0,48,2682
45087030100,2074,1673,2074,61,1091,809,7,0,0,0,106,1647
45087030200,2747,2121,2747,0,1249,1369,0,0,0,0,129,2121
45087030300,3548,2764,3548,120,2024,1362,0,0,0,18,24,2738
45087030400,5948,4329,5948,67,4276,1295,0,0,0,0,310,4302
45087030500,2248,1758,2248,8,1717,452,0,0,0,0,71,1758
45087030600,1748,1467,1748,7,518,1180,0,4,0,0,39,1467
45087030700,3272,2724,3272,10,2442,757,0,0,0,7,56,2724
45087030800,3626,2877,3626,144,2576,816,0,0,0,0,90,2829
45087030900,2279,1878,2279,10,1864,305,15,0,0,0,85,1878
45089970100,2051,1673,2051,15,1222,797,0,6,0,0,11,1673
45089970200,1116,1020,1116,0,199,884,18,15,0,0,0,1002
45089970300,4752,3732,4752,84,1947,2711,0,0,0,6,4,3649
45089970400,2492,1957,2492,56,1016,1348,0,64,0,0,8,1931
45089970501,3373,2481,3373,152,744,2441,0,0,0,19,17,2460
45089970502,4402,3101,4402,0,316,3970,0,18,0,70,28,3101
45089970600,4167,3428,4167,36,1717,2338,17,59,0,0,0,3366
45089970700,2377,1840,2377,11,715,1543,100,0,0,0,8,1838
45089970801,2902,2336,2902,49,498,2324,0,0,0,0,31,2324
45089970802,1266,1266,1266,299,175,739,13,0,0,0,40,1146
45089970900,2426,1862,2426,7,1236,1055,0,51,0,0,77,1855
45091060102,2731,2353,2731,142,2033,532,0,24,0,0,0,2151
45091060200,4227,3134,4227,184,2223,1535,0,75,0,0,210,3044
45091060300,3925,2897,3925,189,1054,2637,0,0,0,0,45,2822
45091060401,2825,2041,2825,161,129,2535,0,0,0,0,0,2004
45091060402,2259,1673,2259,36,561,1564,16,35,0,23,24,1670
45091060501,3171,2707,3171,113,1145,1824,0,63,0,0,26,2583
45091060502,2413,1884,2413,14,288,2111,0,0,0,0,0,1884
45091060600,1824,1817,1824,68,1197,515,0,13,0,0,31,1773
45091060700,5860,4374,5860,160,4505,1149,0,14,0,0,32,4292
45091060802,1857,1405,1857,190,1226,386,8,30,0,0,17,1343
45091060803,5516,4363,5516,1020,3013,881,36,146,0,15,405,4079
45091060804,4649,3710,4649,528,2806,1125,46,28,0,0,116,3559
45091060901,5352,4208,5352,540,2797,1821,7,149,0,12,26,3929
45091060904,7033,5498,7033,199,5324,1302,0,85,0,0,123,5383
45091060905,9430,7190,9430,544,5817,2817,0,169,0,0,83,6896
45091060906,9770,7374,9770,768,7196,1524,76,150,0,0,56,7047
45091060907,9694,7491,9694,662,6438,1944,3,295,0,219,133,7110
45091061003,13505,9539,13505,615,11162,800,27,696,0,0,205,9304
45091061004,8832,6009,8832,240,7480,822,0,197,0,0,93,5789
45091061005,12707,9415,12707,1248,9244,1348,0,676,0,12,179,8660
45091061006,3537,2561,3537,135,2773,296,0,333,0,0,0,2481
45091061007,7505,5800,7505,923,4927,970,26,398,59,0,202,5411
45091061008,7679,5045,7679,478,5688,579,36,371,0,213,314,4848
45091061101,4558,3457,4558,191,3215,1060,11,46,0,0,35,3379
45091061103,7156,4901,7156,298,5879,549,0,68,0,33,329,4736
45091061104,5352,3920,5352,227,4509,328,58,150,0,0,80,3856
45091061201,8213,6471,8213,483,5746,1698,66,92,0,12,116,6268
45091061202,4907,3679,4907,136,3011,373,1142,24,15,2,204,3628
45091061203,6641,5195,6641,81,5352,984,33,48,0,0,143,5096
45091061301,4669,3371,4669,197,1735,2433,0,40,8,79,177,3293
45091061302,4475,3593,4475,119,3146,1158,38,0,0,0,14,3533
45091061401,4397,3385,4397,71,3559,693,0,58,0,0,16,3376
45091061403,5418,4193,5418,68,4309,862,15,64,0,0,100,4168
45091061404,3644,2843,3644,96,2516,879,0,135,0,0,18,2764
45091061501,8070,6200,8070,281,6803,829,0,84,0,0,73,6157
45091061502,8426,6629,8426,393,7380,568,25,0,0,0,60,6558
45091061601,3205,2262,3205,36,1496,1587,0,0,0,23,63,2262
45091061602,5848,4678,5848,407,3497,1883,39,0,0,0,22,4382
45091061701,4268,3428,4268,131,3772,108,27,24,0,138,68,3409
45091061705,5346,3977,5346,109,4722,283,17,170,0,0,45,3946
45091061706,5600,4396,5600,104,4868,447,0,129,0,0,52,4370
45091061707,10563,8215,10563,1016,8322,929,83,177,0,0,36,8073
45091061708,5910,4021,5910,401,4730,614,16,41,0,19,89,3959
45091061801,2887,2049,2887,281,1679,770,0,22,0,34,101,1820
45091061802,5331,4049,5331,289,4143,290,120,282,0,100,107,3678
45091061900,4687,3677,4687,66,3983,516,7,10,0,13,92,3676
